sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
The biggest threat to order seemed to be looting and crime, including robberies by some of the prisoners freed by Saddam before the war.	The biggest threat to order seemed to be looting and crime, including robberies by some of the tens of thousands of prisoners that Mr. Hussein freed last year.	[2, 4, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 7]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 4, 0, 0, 6]	['The', 'biggest', 'threat', 'to', 'order', 'seemed', 'to', 'be', 'looting', 'and', 'crime', ',', 'including', 'robberies', 'by', 'some', 'of', 'the', 'prisoners', 'freed', 'by', 'Saddam', 'before', 'the', 'war', '.']	['The', 'biggest', 'threat', 'to', 'order', 'seemed', 'to', 'be', 'looting', 'and', 'crime', ',', 'including', 'robberies', 'by', 'some', 'of', 'the', 'tens', 'of', 'thousands', 'of', 'prisoners', 'that', 'Mr.', 'Hussein', 'freed', 'last', 'year', '.\n']	b8c93e49f819436795ffcac88cba6594
The woman was exposed to the SARS virus while in the hospital but was not a health care worker, said Dr. Colin D’Cunha, Ontario’s commissioner of public health.	The woman was exposed to the SARS virus while in the hospital but was not a health-care worker, said Dr Colin D'Cunha, Ontario's commissioner of public health.	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['The', 'woman', 'was', 'exposed', 'to', 'the', 'SARS', 'virus', 'while', 'in', 'the', 'hospital', 'but', 'was', 'not', 'a', 'health', 'care', 'worker', ',', 'said', 'Dr.', 'Colin', 'D’Cunha', ',', 'Ontario’s', 'commissioner', 'of', 'public', 'health', '.']	"['The', 'woman', 'was', 'exposed', 'to', 'the', 'SARS', 'virus', 'while', 'in', 'the', 'hospital', 'but', 'was', 'not', 'a', 'health-care', 'worker', ',', 'said', 'Dr', 'Colin', ""D'Cunha"", ',', 'Ontario', ""'s"", 'commissioner', 'of', 'public', 'health', '.\n']"	2ba919c0ae44445f9a9394ca44f1b8a5
"""People who are high in positive emotions sleep better, they have better diets, they exercise more, they have lower levels of these stress hormones,"" Cohen said."	"""Happy people sleep better, have better diets, exercise more and have less levels of stress hormones,"" Cohen said."	[4, 6, 7, 0, 0, 0, 0]	[6, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6]	[6, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6]	"['``', 'People', 'who', 'are', 'high', 'in', 'positive', 'emotions', 'sleep', 'better', ',', 'they', 'have', 'better', 'diets', ',', 'they', 'exercise', 'more', ',', 'they', 'have', 'lower', 'levels', 'of', 'these', 'stress', 'hormones', ',', ""''"", 'Cohen', 'said', '.']"	"['``', 'Happy', 'people', 'sleep', 'better', ',', 'have', 'better', 'diets', ',', 'exercise', 'more', 'and', 'have', 'less', 'levels', 'of', 'stress', 'hormones', ',', ""''"", 'Cohen', 'said', '.\n']"	8a48d55033204bf7bc883522a52469bf
It wants to force him to return his allegedly ill-gotten gains, with interest, and pay penalties.	The agency wants him to return the illegal proceeds with interest and pay civil monetary penalties.	[2, 5, 6, 7, 0, 0, 0]	[2, 7, 7, 7, 7, 7, 7, 2, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7]	[2, 2, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7]	['It', 'wants', 'to', 'force', 'him', 'to', 'return', 'his', 'allegedly', 'ill-gotten', 'gains', ',', 'with', 'interest', ',', 'and', 'pay', 'penalties', '.']	['The', 'agency', 'wants', 'him', 'to', 'return', 'the', 'illegal', 'proceeds', 'with', 'interest', 'and', 'pay', 'civil', 'monetary', 'penalties', '.\n']	880196283a1d44e5bbf3ae8314420baa
"He added that those ""are not solely American principles, nor are they exclusively Western."""	"""These are not solely American principles nor are they exclusively Western,"" Rumsfeld said."	[2, 5, 6, 0, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['He', 'added', 'that', 'those', '``', 'are', 'not', 'solely', 'American', 'principles', ',', 'nor', 'are', 'they', 'exclusively', 'Western', '.', ""''""]"	"['``', 'These', 'are', 'not', 'solely', 'American', 'principles', 'nor', 'are', 'they', 'exclusively', 'Western', ',', ""''"", 'Rumsfeld', 'said', '.\n']"	d42389945a9540f69d6bed85c3c726e1
Mahmud was seized near Tikrit, the area from which he and Hussein hail, about 90 miles north of Baghdad, U.S. military officials said Wednesday night.	Mahmud was seized near Tikrit, the area from which he and Saddam hail, about 150 kilometres north-west of Baghdad, US military officials said.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 2, 2, 0, 6, 6, 6, 2, 6, 6, 6, 7, 7, 6]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 2, 2, 6, 7, 7, 7, 2, 7, 7, 7, 7]	['Mahmud', 'was', 'seized', 'near', 'Tikrit', ',', 'the', 'area', 'from', 'which', 'he', 'and', 'Hussein', 'hail', ',', 'about', '90', 'miles', 'north', 'of', 'Baghdad', ',', 'U.S.', 'military', 'officials', 'said', 'Wednesday', 'night', '.']	['Mahmud', 'was', 'seized', 'near', 'Tikrit', ',', 'the', 'area', 'from', 'which', 'he', 'and', 'Saddam', 'hail', ',', 'about', '150', 'kilometres', 'north-west', 'of', 'Baghdad', ',', 'US', 'military', 'officials', 'said', '.\n']	bc8ca18749e248b496a545abe28129a0
"""If we don't march into Tehran, I think we will be in pretty good shape,"" he said."	"""As long as we don't march on Tehran, I think we are going to be in pretty good shape,"" he said."	[1, 2, 6, 0, 0, 0, 0]	[0, 2, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[0, 2, 2, 2, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['``', 'If', 'we', 'do', ""n't"", 'march', 'into', 'Tehran', ',', 'I', 'think', 'we', 'will', 'be', 'in', 'pretty', 'good', 'shape', ',', ""''"", 'he', 'said', '.']"	"['``', 'As', 'long', 'as', 'we', 'do', ""n't"", 'march', 'on', 'Tehran', ',', 'I', 'think', 'we', 'are', 'going', 'to', 'be', 'in', 'pretty', 'good', 'shape', ',', ""''"", 'he', 'said', '.\n']"	6b6634bc466e41b1b3c0546de90b9720
They remain 40 percent below the levels prior to February's initial overstatement news.	The stock remains 43 percent below levels prior to the February overstatement news.	[2, 3, 6, 7, 0, 0, 0]	[2, 0, 0, 6, 6, 3, 3, 6, 6, 3, 3, 7, 3, 3, 6]	[2, 2, 0, 6, 7, 7, 3, 7, 7, 3, 3, 3, 3, 7]	"['They', 'remain', '40', 'percent', 'below', 'the', 'levels', 'prior', 'to', 'February', ""'s"", 'initial', 'overstatement', 'news', '.']"	['The', 'stock', 'remains', '43', 'percent', 'below', 'levels', 'prior', 'to', 'the', 'February', 'overstatement', 'news', '.\n']	6fcb5fe8ebbe4b0f9aa9a38031377dbd
The broad Standard & Poor's 500 Index <.SPX> lost 6 points, or 0.71 percent, to 927.	The broad Standard & Poors 500-stock index was down 4.77 points to 929.62.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 2, 2, 0, 2, 7, 7, 7, 2, 6, 7, 7, 7, 7, 7, 7, 7, 0, 7]	[7, 7, 7, 7, 2, 7, 2, 2, 2, 7, 7, 7, 6, 7]	"['The', 'broad', 'Standard', '&', 'Poor', ""'s"", '500', 'Index', '<', '.SPX', '>', 'lost', '6', 'points', ',', 'or', '0.71', 'percent', ',', 'to', '927', '.']"	['The', 'broad', 'Standard', '&', 'Poors', '500-stock', 'index', 'was', 'down', '4.77', 'points', 'to', '929.62', '.\n']	423f7dea069149f8b7b991343fba573c
Bond voiced disappointment that neither President Bush nor his brother attended the 2002 conference in Texas or the 2003 meeting in Florida.	Bond also voiced his disappointment that neither President Bush nor his brother attended this conference in Florida or last year's conference in Texas.	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 7, 7, 7, 2, 7, 2, 7, 7, 7]	[7, 7, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 6, 6, 6, 7, 7, 7, 7]	['Bond', 'voiced', 'disappointment', 'that', 'neither', 'President', 'Bush', 'nor', 'his', 'brother', 'attended', 'the', '2002', 'conference', 'in', 'Texas', 'or', 'the', '2003', 'meeting', 'in', 'Florida', '.']	"['Bond', 'also', 'voiced', 'his', 'disappointment', 'that', 'neither', 'President', 'Bush', 'nor', 'his', 'brother', 'attended', 'this', 'conference', 'in', 'Florida', 'or', 'last', 'year', ""'s"", 'conference', 'in', 'Texas', '.\n']"	1af676261826451fb3da23ebe75f3df5
Emmy and Golden Globe Award-winners James Brolin and Judy Davis star as Ronald and Nancy Reagan in The Reagans.	James Brolin and Judy Davis play Ronald and Nancy Reagan in the CBS film.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 2, 0]	[7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 2, 2, 2, 7]	['Emmy', 'and', 'Golden', 'Globe', 'Award-winners', 'James', 'Brolin', 'and', 'Judy', 'Davis', 'star', 'as', 'Ronald', 'and', 'Nancy', 'Reagan', 'in', 'The', 'Reagans', '.']	['James', 'Brolin', 'and', 'Judy', 'Davis', 'play', 'Ronald', 'and', 'Nancy', 'Reagan', 'in', 'the', 'CBS', 'film', '.\n']	0b1b645da27a42c3868629f36ae1734d
The Swiss franc rose nearly a third of a centime against the dollar and was last at 1.2998 <CHF=> to the greenback.	The Swiss franc rose three quarters of a percent against the dollar and was last at 1.2980 to the greenback.	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['The', 'Swiss', 'franc', 'rose', 'nearly', 'a', 'third', 'of', 'a', 'centime', 'against', 'the', 'dollar', 'and', 'was', 'last', 'at', '1.2998', '<', 'CHF=', '>', 'to', 'the', 'greenback', '.']	['The', 'Swiss', 'franc', 'rose', 'three', 'quarters', 'of', 'a', 'percent', 'against', 'the', 'dollar', 'and', 'was', 'last', 'at', '1.2980', 'to', 'the', 'greenback', '.\n']	8959c7e818b649e693b6b61e39b42a80
The purchase is the largest conservation transaction in Hawaii's history, the agencies said.	The $22 million deal, announced Thursday, is also the largest land conservation transaction in Hawaii history.	[2, 3, 6, 7, 0, 0, 0]	[6, 2, 6, 6, 6, 6, 6, 6, 3, 3, 3, 7, 7, 7, 7, 6]	[6, 2, 2, 2, 2, 7, 7, 7, 7, 6, 0, 6, 6, 0, 6, 6, 6, 3, 3, 6]	"['The', 'purchase', 'is', 'the', 'largest', 'conservation', 'transaction', 'in', 'Hawaii', ""'s"", 'history', ',', 'the', 'agencies', 'said', '.']"	['The', '$', '22', 'million', 'deal', ',', 'announced', 'Thursday', ',', 'is', 'also', 'the', 'largest', 'land', 'conservation', 'transaction', 'in', 'Hawaii', 'history', '.\n']	69e53ead9b2d4c73bc5956798d06df79
The FCC said existing televisions, VCRs, DVD players and related equipment would remain fully functional under the new broadcast flag system.	It also required that existing televisions, VCRs, DVD players and related equipment will remain fully functional under the new broadcast flag system.	[1, 2, 5, 6, 7, 0, 0]	[5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['The', 'FCC', 'said', 'existing', 'televisions', ',', 'VCRs', ',', 'DVD', 'players', 'and', 'related', 'equipment', 'would', 'remain', 'fully', 'functional', 'under', 'the', 'new', 'broadcast', 'flag', 'system', '.']	['It', 'also', 'required', 'that', 'existing', 'televisions', ',', 'VCRs', ',', 'DVD', 'players', 'and', 'related', 'equipment', 'will', 'remain', 'fully', 'functional', 'under', 'the', 'new', 'broadcast', 'flag', 'system', '.\n']	93e95cd81adb43d18821d00ddcddb2e3
Motorola had scheduled its earnings report to be released today after the close of trading.	The Schaumburg, Ill.-based company had scheduled its earnings report to be released on Tuesday after the close of trading.	[2, 6, 0, 0, 0, 0, 0]	[2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[0, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Motorola', 'had', 'scheduled', 'its', 'earnings', 'report', 'to', 'be', 'released', 'today', 'after', 'the', 'close', 'of', 'trading', '.']	['The', 'Schaumburg', ',', 'Ill.-based', 'company', 'had', 'scheduled', 'its', 'earnings', 'report', 'to', 'be', 'released', 'on', 'Tuesday', 'after', 'the', 'close', 'of', 'trading', '.\n']	cace66c4153a43d085a991c62da01ea7
For the third time in the past four years, wildfires are the problem.	It was the third time in four years that wildfires forced the park to close.	[3, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 7, 7, 7, 6]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 7, 7, 7, 7, 7, 6]	['For', 'the', 'third', 'time', 'in', 'the', 'past', 'four', 'years', ',', 'wildfires', 'are', 'the', 'problem', '.']	['It', 'was', 'the', 'third', 'time', 'in', 'four', 'years', 'that', 'wildfires', 'forced', 'the', 'park', 'to', 'close', '.\n']	590e68b191634a8f94e77ed531aa042e
Axcan's shares closed down 63 Canadian cents, or 4 percent, at C$16.93 in Toronto on Tuesday.	Axcan's shares were down 3.8 percent, or 66 Canadian cents, at C$16.90 in Toronto on Tuesday.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 2, 6, 6, 7, 7, 0, 0, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 2, 6, 6, 0, 0, 0, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['Axcan', ""'s"", 'shares', 'closed', 'down', '63', 'Canadian', 'cents', ',', 'or', '4', 'percent', ',', 'at', 'C', '$', '16.93', 'in', 'Toronto', 'on', 'Tuesday', '.']"	"['Axcan', ""'s"", 'shares', 'were', 'down', '3.8', 'percent', ',', 'or', '66', 'Canadian', 'cents', ',', 'at', 'C', '$', '16.90', 'in', 'Toronto', 'on', 'Tuesday', '.\n']"	d40052bcf93e4dda821881609772696f
"On Thursday, Lee won a preliminary injunction in New York preventing Viacom from using the name ""Spike TV."""	On Thursday, a New York City judge ordered Viacom to stop using the name Spike TV pending a trial.	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 7, 5]	[6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 7, 7, 7, 6]	"['On', 'Thursday', ',', 'Lee', 'won', 'a', 'preliminary', 'injunction', 'in', 'New', 'York', 'preventing', 'Viacom', 'from', 'using', 'the', 'name', '``', 'Spike', 'TV', '.', ""''""]"	['On', 'Thursday', ',', 'a', 'New', 'York', 'City', 'judge', 'ordered', 'Viacom', 'to', 'stop', 'using', 'the', 'name', 'Spike', 'TV', 'pending', 'a', 'trial', '.\n']	f5320752d413476f8a08e15d930513f5
"A grief-stricken old woman, disconsolate with grief, smeared her face with dirt, uttering: ""My child, my child."""	"One old woman, disconsolate with grief, smeared her face with dirt, only able to utter: ""My child, my child."""	[2, 5, 6, 7, 0, 0, 0]	[2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['A', 'grief-stricken', 'old', 'woman', ',', 'disconsolate', 'with', 'grief', ',', 'smeared', 'her', 'face', 'with', 'dirt', ',', 'uttering', ':', '``', 'My', 'child', ',', 'my', 'child', '.', ""''""]"	"['One', 'old', 'woman', ',', 'disconsolate', 'with', 'grief', ',', 'smeared', 'her', 'face', 'with', 'dirt', ',', 'only', 'able', 'to', 'utter', ':', '``', 'My', 'child', ',', 'my', 'child', '.', ""''\n""]"	63c671ca089143f88279331361e1692e
In 1999 a California legislator proposed a law requiring driving tests for those over the age of 75 who sought to renew their licenses.	In 1999 a California state senator proposed a law requiring motorists over the age of 75 to take driving tests to renew their licenses.	[2, 4, 6, 0, 0, 0, 0]	[6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 4, 4, 6, 6, 6, 6, 6, 4, 4, 4, 6, 6, 6, 6]	[6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 4, 4, 6, 6, 4, 6, 6, 6, 6]	['In', '1999', 'a', 'California', 'legislator', 'proposed', 'a', 'law', 'requiring', 'driving', 'tests', 'for', 'those', 'over', 'the', 'age', 'of', '75', 'who', 'sought', 'to', 'renew', 'their', 'licenses', '.']	['In', '1999', 'a', 'California', 'state', 'senator', 'proposed', 'a', 'law', 'requiring', 'motorists', 'over', 'the', 'age', 'of', '75', 'to', 'take', 'driving', 'tests', 'to', 'renew', 'their', 'licenses', '.\n']	48efcfb5002440e683252357ae02ab71
Chad Kolton, emergency management spokesman with the Department of Homeland Security, said the government is open to new technologies and methods to communicate more quickly and efficiently.	Chad Kolton, emergency management spokesman with the Department of Homeland Security, said the government is open to new ways to communicate.	[2, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 7, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7]	['Chad', 'Kolton', ',', 'emergency', 'management', 'spokesman', 'with', 'the', 'Department', 'of', 'Homeland', 'Security', ',', 'said', 'the', 'government', 'is', 'open', 'to', 'new', 'technologies', 'and', 'methods', 'to', 'communicate', 'more', 'quickly', 'and', 'efficiently', '.']	['Chad', 'Kolton', ',', 'emergency', 'management', 'spokesman', 'with', 'the', 'Department', 'of', 'Homeland', 'Security', ',', 'said', 'the', 'government', 'is', 'open', 'to', 'new', 'ways', 'to', 'communicate', '.\n']	614fa31a9d7b479e9bfef99bc3502bfc
The results will be published the July 10 issue of the journal Nature.	The results appear in Thursday’s issue of the journal Nature.	[1, 2, 3, 6, 0, 0, 0]	[6, 6, 1, 1, 1, 3, 6, 6, 3, 3, 3, 3, 3, 6]	[6, 6, 1, 0, 6, 3, 3, 3, 3, 3, 6]	['The', 'results', 'will', 'be', 'published', 'the', 'July', '10', 'issue', 'of', 'the', 'journal', 'Nature', '.']	['The', 'results', 'appear', 'in', 'Thursday’s', 'issue', 'of', 'the', 'journal', 'Nature', '.\n']	f91b6ca5d4aa48bdbe8673638b928de1
The Opposition Leader, Simon Crean, said John Howard had been forced to make changes by the incompetence of his ministers.	The Leader of the Opposition, Simon Crean, said from Jakarta that the reshuffle had been forced by ministerial incompetence.	[2, 3, 5, 6, 7, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 7, 5, 5, 5, 5, 5, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 7, 7, 7, 7, 5, 5, 7]	['The', 'Opposition', 'Leader', ',', 'Simon', 'Crean', ',', 'said', 'John', 'Howard', 'had', 'been', 'forced', 'to', 'make', 'changes', 'by', 'the', 'incompetence', 'of', 'his', 'ministers', '.']	['The', 'Leader', 'of', 'the', 'Opposition', ',', 'Simon', 'Crean', ',', 'said', 'from', 'Jakarta', 'that', 'the', 'reshuffle', 'had', 'been', 'forced', 'by', 'ministerial', 'incompetence', '.\n']	aeb8c069c6134b4a9b5a50b2d5c338b6
In fact, 10 million shares of the sale went to an unidentified charitable trust - which promptly sold them.	Turner said he transferred 10 million additional shares to a charitable trust, which also liquidated them.	[2, 4, 5, 6, 7, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 4, 7, 7, 7, 0, 7, 7, 2, 7, 7]	[7, 7, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['In', 'fact', ',', '10', 'million', 'shares', 'of', 'the', 'sale', 'went', 'to', 'an', 'unidentified', 'charitable', 'trust', '-', 'which', 'promptly', 'sold', 'them', '.']	['Turner', 'said', 'he', 'transferred', '10', 'million', 'additional', 'shares', 'to', 'a', 'charitable', 'trust', ',', 'which', 'also', 'liquidated', 'them', '.\n']	46a00ee82c3540eb8741cbf58daab4fd
The WHIMS study found that combination hormone therapy doubled the risk for probable dementia in women 65 and older and did not prevent mild cognitive impairment.	One study found that combination therapy doubled the risk of probable dementia and did not prevent less-severe mental decline.	[2, 6, 7, 0, 0, 0, 0]	[2, 2, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 7, 7, 7, 7, 7, 0, 0, 0, 0, 2, 2, 2, 0]	[2, 2, 7, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7]	['The', 'WHIMS', 'study', 'found', 'that', 'combination', 'hormone', 'therapy', 'doubled', 'the', 'risk', 'for', 'probable', 'dementia', 'in', 'women', '65', 'and', 'older', 'and', 'did', 'not', 'prevent', 'mild', 'cognitive', 'impairment', '.']	['One', 'study', 'found', 'that', 'combination', 'therapy', 'doubled', 'the', 'risk', 'of', 'probable', 'dementia', 'and', 'did', 'not', 'prevent', 'less-severe', 'mental', 'decline', '.\n']	2b6c8e1b6d744695969bf53f6cad0aa0
Researchers found that people 65 and older who had fish once a week had a 60% lower risk of Alzheimer's than those who never or rarely ate fish.	Older people who eat fish at least once a week could cut their risk of Alzheimer's by more than half, a study suggests.	[1, 2, 6, 7, 0, 0, 0]	[2, 2, 0, 7, 7, 0, 7, 7, 2, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7]	[7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 1, 1, 0, 7, 7, 7, 7, 0, 7, 7, 7, 0, 0, 2, 2, 7]	"['Researchers', 'found', 'that', 'people', '65', 'and', 'older', 'who', 'had', 'fish', 'once', 'a', 'week', 'had', 'a', '60', '%', 'lower', 'risk', 'of', 'Alzheimer', ""'s"", 'than', 'those', 'who', 'never', 'or', 'rarely', 'ate', 'fish', '.']"	"['Older', 'people', 'who', 'eat', 'fish', 'at', 'least', 'once', 'a', 'week', 'could', 'cut', 'their', 'risk', 'of', 'Alzheimer', ""'s"", 'by', 'more', 'than', 'half', ',', 'a', 'study', 'suggests', '.\n']"	b7210f76916041e9aa63e80f6ac78d56
"""APEC leaders are painfully aware that security and prosperity are inseparable,"" Thai Prime Minister Thaksin Shinawatra told business leaders."	"""APEC leaders are painfully aware that security and prosperity are inseparable,"" Thaksin said."	[2, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 2, 2, 2, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7]	"['``', 'APEC', 'leaders', 'are', 'painfully', 'aware', 'that', 'security', 'and', 'prosperity', 'are', 'inseparable', ',', ""''"", 'Thai', 'Prime', 'Minister', 'Thaksin', 'Shinawatra', 'told', 'business', 'leaders', '.']"	"['``', 'APEC', 'leaders', 'are', 'painfully', 'aware', 'that', 'security', 'and', 'prosperity', 'are', 'inseparable', ',', ""''"", 'Thaksin', 'said', '.\n']"	47f48c84b2a6415c91faeae428d950cb
Clayton's shares were also suspended from trading on the New York Stock Exchange.	Clayton Homes' stock ceased trading on the New York Stock Exchange after Wednesday's close.	[2, 6, 7, 0, 0, 0, 0]	[2, 0, 2, 2, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7]	[2, 2, 0, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['Clayton', ""'s"", 'shares', 'were', 'also', 'suspended', 'from', 'trading', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', '.']"	"['Clayton', 'Homes', ""'"", 'stock', 'ceased', 'trading', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', 'after', 'Wednesday', ""'s"", 'close', '.\n']"	015071d8e89848baa6374d3dd7fe169e
