id	sentence1	sentence2	similarity
c9011e8b-277a-47fe-ab1d-9a1888469f38	but in the news broadcasts i have seen they did call him white.	"but it seems it would have less ""impact"" if they didn't call him white."	2.2
7c8a33d1-5368-4d2a-94ab-6388061d8e93	Hurricane Sandy powers toward Eastern Seaboard	Hurricane Sandy moves towards US	3.6
13e30917-f970-42db-8b4c-358079cb33f2	Still, he noted Miami must decide whether to seek ACC membership for the next school year by June 30 to adhere to Big East guidelines.	Still, he noted that Miami must decide whether to seek A.C.C. membership by June 30 to adhere to Big East guidelines.	4.6
7513d126-40ef-4052-8493-74ab0d926cc8	Police attacked in Belfast flag protests	Politicians in flag violence talks	0.6
b3698fc1-204f-4f63-a929-6321c2ee27e9	Do you see Obama calling for regulation reform?	Do you see Obama calling for Cut, Cap and Balance?	1.8
cf491e47-04c3-46d9-b049-b079ef385f49	A man is playing a guitar.	A man tries to read the paper.	0.8
2c1a9ec0-0fa7-47f7-86f7-4e67718c43a5	"""Biotech products, if anything, may be safer than conventional products because of all the testing,"" Fraley said, adding that 18 countries have adopted biotechnology."	"""Biotech products, if anything, may be safer than conventional products because of all the testing,"" said Robert Fraley, Monsanto's executive vice president."	3.2
88e83f37-fc52-4b67-ae81-5c880e233601	People ride mopeds in an urban setting.	People riding horses in a fenced area.	1.4
0840e266-a007-47d5-aee1-08811594ff4b	Obama praises U.S.-Latin America trade ties	Obama Secret Service agents sent home	0.4
c00e7fc0-0a4a-43f8-9ff0-85e00affd524	Two animals sitting on a rock.	The brown train is sitting on the railroad tracks.	0.0
eb39f0f8-d7d4-4ffa-a8f3-8a500f47cf7d	Kittens are eating food.	Kittens are eating from dishes.	4.0
a32d5bdb-63e0-4e2a-ac5d-958f6ef02e1a	An older man is standing outside in front of a truck.	A woman dressed in green is roller skating outside at an event.	0.0
ac0e8316-5798-4f99-95fb-c2eb50702c50	A woman equestrian riding a horse.	The woman is riding on the brown horse.	3.8
b5882cb7-bc67-41db-ba42-f225a7a852d2	a brown double decker tour bus on a street with a ferris wheel behind it.	A double-decker bus driving in front of a ferris wheel.	4.4
7eb251b3-0e6a-4df2-ad18-e519aca3dc93	Very crowded office desk with computer monitor on.	Messy computer desk with two monitors.	3.0
a50e4ccd-6d18-4921-97b2-2f1deab2f7e4	Glover spoke at a news conference that included about 20 relatives of the victims.	About 20 family members of the victims were invited to the news conference.	3.2
27387d83-fb00-47b5-8743-8c6f29c1d09a	China treasury bond futures open higher Tuesday	China treasury bond futures close mixed Wednesday	1.0
046caf9a-48db-41ae-930e-123ac5024151	Wall Street analysts had expected 22 cents a share, according to Thomson First Call.	The results were 3 cents a share lower than the forecast of analysts surveyed by Thomson First Call.	2.2
9ef32945-23f0-4a79-a544-8e5d64dfd98c	To stick with the traditional pomodoro technique this is considered an interruption.	There is actually functionality in most browsers already in place to do just this.	0.0
0277bb2e-3da1-4a8d-bf2c-437e475ab5ba	An older Asian couple poses with a newborn baby at the dinner table.	A group of elderly people pose around a dining table.	2.4
e415b1b7-6eaf-4421-b3c5-724a32f4abc4	A man in jeans is playing with a ball while a woman in jeans stands nearby looking away.	A man is tying a red arm band around another mans arm in the street.	0.0
43295810-c298-4425-a1a2-7d7566ba65ec	Nato airstrike kills two Afghan kids	Nato solider dies in Afghanistan	1.2
782b7da1-be5d-4ab8-985c-a9201222f0c3	jewish-american group the anti-defamation league (adl) published full-page advertisements in swiss and international papers in april 2008 accusing switzerland of funding terrorism through the deal.	the anti-defamation league took out full-page advertisments in swiss and international newspapers earlier in april 2008 accusing switzerland of funding terrorism through the deal.	4.4
1c15fa07-ff83-4d31-9cda-f6a8e508a14c	"The agency will ""consider as timely any tax returns or payments due"" Aug. 15 if they are submitted by Aug. 22."	The agency said it would consider as timely any tax returns or payments due from Friday through Aug. 22 if they are completed by Aug. 22.	4.25
976f2c43-6201-4a0c-a964-8f921cae9746	the international community should modernize and seek a fair, reasonable and effective way to enhance the nuclear non-proliferation regime through extensive consultations.	the third proposal was that countries should advance with the times and seek a fair, reasonable and effective way to enhance the nuclear non-proliferation regime through broad consultation.	3.4
4001a9e8-8d87-493d-b651-1c918a5eaf8a	In the first case, I think you don't need it.	So I don't think you need to put it on the cover.	1.0
5744b4e3-1603-47bc-aafc-b432ac38dc0c	A woman is dancing by a fire.	A woman is taking a bath.	1.4
d58c8f3b-9c32-41c0-8c33-63afe64b6f89	China, India vow to further bilateral ties	China Scrambles to Reassure Jittery Stock Traders	0.0
61fa762a-6e70-4324-b7d8-ffe7d7dbc572	Death toll rises to 236 after Brazzaville blasts	Rep. of Congo: 236 Dead After Arms Depot Blasts	3.6
a2bf83a7-2f6f-4eb7-ae28-f7a0bf3353cb	Gore Vidal dead at 86: Legendary author, playwright, and politician dies	Gore Vidal, celebrated author, playwright, dies at 86	4.0
520776f4-1481-4e0b-acad-8adc95d522e7	Rimsha Masih released on bail	Mandela released from hospital	0.0
4c669377-224d-447f-a707-e67ed3eb1a93	The Hare Psychopathy Checklist is often used to assess psychopathy in clinical settings.	From an article entitled Can You Call a 9-Year-Old a Psychopath?	1.8
c26e560c-f721-4ba7-9a46-6afeb294eb61	As others have mentioned, the iRobot Roomba is an excellent example of a household robot which does meaningful work.	I've been happy with the iRobot Roomba for floor cleaning.	3.6
fc3c5b32-1575-452f-838e-ee7fa3be15e8	A man blowing a large bubble.	A man walking a large black horse.	0.0
c1dce77d-5c20-4a8e-99f3-ac9b6dbdd74d	How do you do that?	How should you do that?	4.0
0ca60185-4beb-4839-b828-36c5a83136ed	British stuntman fell to his death in wing suit mishap	British stuntman dies in wingsuit mishap in Alps	4.0
f5987bd0-b922-4c61-a67c-e52061871736	kim myong-chol warned that if there was an interdiction of north korean vessels the north korean government would retaliate with a nuclear missile attack on major cities such as new york and washington.	kim myong-chol stated that north korea would retaliate with a nuclear missile attack on major cities such as new york and washington dc.	3.8
a53da12e-2447-4dd2-bca3-b371e8d7229d	However, commercial use of the 2.6.0 kernel is still months off for most customers.	Commercial releases of the 2.6 kernel by major Linux distributors still remain months away.	3.786
267da58a-69cd-445f-959b-345558fb1145	A black and white cat is high up on tree branches.	Black and white lamb with tag in right ear.	0.8
6b449639-4ba2-4c36-b603-f5bd3033413b	Sometimes I fantasize about having power.	Sometimes I, too, fantasise about bending people before my demented will.	4.2
45bfbd61-e0c2-4717-8566-dc9ff7688684	A young girl wearing a helmet riding a pony.	A girl wearing a red blouse riding a brown horse.	2.0
1a07f7e3-2181-48cc-8441-f053159e3ed6	A dog is playing with a toy.	A dog is eating a doll.	2.25
c9bb328b-97ac-41e7-a023-4fc0738808bf	A rabbit is sniffing and pawing a stuffed rabbit.	A live rabbit is playing with a stuffed animal bunny.	4.5
3adfefc0-094b-406d-b7be-950e483c4ba5	Roadside bombs kill 5 in Afghanistan	Roadside bomb kills 3 policemen in Afghanistan	3.4
34426b2f-106a-4196-a6db-5419610f1dcd	At least 15 killed in Nigeria church attack	At least 12 killed in Nigeria church bombing	2.6
58364bf8-7728-44f7-9e64-d7c5fd6f81c8	Common side effects include nasal congestion, runny nose, sore throat and cough, the FDA said.	The most common side effects after getting the nasal spray were nasal congestion, runny nose, sore throat and cough.	3.4
6da2fb8e-a23d-489f-8057-cd8e8f385d13	ICC Champions Trophy: India vs South Africa	Champions Trophy: India v South AfricaLive	4.33
fcb81ebb-2e0d-4083-8ff4-bc65dde4321b	You will want to clean the area first.	You will also want to remove the seeds.	0.0
1602be3d-64d4-4e8e-951d-a0b8600acb61	The cat shimmied under the bed.	A cat is crawling upside down under the couch.	2.0
6e226532-e09d-48a6-9df1-d9e2b977e866	The problem likely will mean corrective changes before the shuttle fleet starts flying again.	He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again.	4.4
5c684a91-5f86-4a8b-b4a8-0a70e3f51e5b	A girl is eating a cupcake.	A man is playing a trumpet.	0.0
46b1d6cf-2060-4b49-ac8c-a5c06e9af208	"""They drive around in their cars, while people are being killed 500 metres away,"" he said on Sunday."	"""What they are doing right now is they drive around in their cars, while people are being killed 500 metres away."	4.0
6bb17df1-47a2-4acb-812a-2dcebe11519b	So answer the question.	Stop avoiding the question.	3.4
ab027385-7d7b-4cb6-aebe-0177db8dc2a7	A person is peeling a potato.	The man is peeling a potato.	3.75
a26dbbe4-c344-4020-b8eb-0c780ec6d532	He said the attackers left behind leaflets urging staff at the Ishtar Sheraton to stop working at the hotel and demanding U.S. forces leave Iraq.	He said the attackers left behind leaflets urging workers at the Ishtar Sheraton to stop working at the hotel.	3.0
800975a1-58be-4911-8192-132c320697bf	I was invited in to pitch story ideas to Ron Moore at ST:TNG.	It's obviously possible for it to leave the field without harm - it occurred.	0.0
1267f45a-0946-46ac-99b9-55cdf569304c	A man is cutting a potato.	A woman is climbing a rock wall.	0.0
4772baaa-5d64-4886-a3d7-5e37ed8b2750	A room with several computers and pictures on the wall.	A home office with three computer monitors and other equipment on a desk.	2.8
685e03c2-2c03-4590-88ea-6b7f87c35b3a	Gunmen kill nine people in northwest Pakistan	Militants kill 6 soldiers in northwest Pakistan	2.6
7b9ae2a2-677f-40c3-be7a-47521b705770	Beef burger mix recalled over salmonella concerns	Choc powder recalled over salmonella concerns	1.0
9c71d376-b4d6-4494-a266-af69e89af8d4	Actor Noah Wyle, who has played Dr. John Carter since the shows inception in 1994, extended his contract with the show through the 2004-2005 season.	Noah Wyle, who has played Dr. John Carter since the series launched in 1994, has inked a one-year extension to his deal with producer Warner Bros. TV.	3.8
37fc9b1a-b109-4ccc-bf5b-f2997b9fcc33	The player shoots the winning points.	The basketball player is about to score points for his team.	2.8
214e33a7-5dcb-4573-9a23-f410753471e6	A train is at a train station.	A train parked at a train station.	4.2
998f3ec2-996b-42bb-8840-4d56f65ec1c9	A woman is exercising.	A woman lifts weights.	3.4
6b027452-08d2-4730-8be1-cc90ba6e3445	A woman is slicing an onion.	A man is cutting and onion.	3.2
5f4e7f85-772e-4fdb-af83-854a9b006959	Gunmen kill 15 Libyan soldiers	Gunmen kill 3 Lebanese troops near Syria	2.4
597d937a-0577-4784-b28d-d54ad452437d	My answer would be depending on which GRE are you referring to?	The problem I see with the GREs is that the scoring range is highly compressed.	1.0
b4044649-8830-4550-bc57-9c3b7e38379a	The man spread butter on the loaf of bread.	A man is spreading butter onto bread.	4.0
57503472-9d80-46f4-8125-9cc4e31f4762	First post office savings bank ATM opens in Chennai	India's first post office savings bank ATM inaugurated in Chennai	4.0
91c3879a-33a5-4c1c-a2fb-a36a6894ba1e	A girl holds up a yellow balloon animal.	A child holds a yellow balloon.	4.0
7d806284-e3b9-4b84-8699-0e44ae525753	A blond haired lady in white poses for the camera.	A black and white dog runs with its mouth open.	0.0
6d9c6fd6-c674-4476-8361-fc4be8ed99b1	Bradley Manning-WikiLeaks case turns to sentencing	Manning WikiLeaks case turns to sentencing phase	5.0
a0ad90ee-ef3c-4797-ab2e-d08ceb76d7dd	Voting canceled in three provinces in tense Thai election	Cambodian opposition rejects Hun Sen election win	0.0
615cc7e5-b43e-45bc-8076-d8653078dc4f	Hard-line Jewish leader shot in Jerusalem	Israeli leader urges calm in Jerusalem	1.0
5ef46935-d631-4d1d-a693-9ff473f515e6	Rupert Murdoch: I was the victim of a cover up	Rupert Murdoch set for second day of grilling	1.2
f04362b3-0d9e-4b56-b559-bd60f8bc2ae2	Top Diplomats Meet in Munich at Critical Time	Top Diplomats Discuss Iran's Nuclear Program	2.4
13d2eccb-c2c3-4617-9114-56c6905b621f	To reach John A. Dvorak, who covers Kansas, call (816) 234-7743 or send e-mail to jdvorak@kctar.com.	To reach Brad Cooper, Johnson County municipal reporter, call (816) 234-7724 or send e-mail to bcooper@kcstar.com.	1.0
89db8e68-e8d9-4c3c-abf0-3c9a57b8b595	A couple are running towards the ocean.	A man and and woman are running together, holding hands.	2.818
9ca90e8c-1a1f-4a36-9b8b-9dd3627ac7b6	A black-and-white photo of a loveseat.	A black and white photo of an old train station.	1.2
13057bfa-51b1-4d38-bf51-105aa6a1bde1	US: Madoff brother to plead guilty in NY in fraud	Madoff's brother to plead guilty to fraud	4.2
41a9727e-5109-4219-999e-6046e52d43e8	Two dogs share a toy in a field of vegetation.	Two snowboarders are in the air over the snow.	0.17
a0b5a99b-80b9-44bb-ba7b-a1d2d65aa00d	"""We haven't decided whether to use an unbroken or dotted white line, but this is an experiment worth introducing,"" said David Richardson, the ICC's cricket manager."	"""We haven't decided whether to use an unbroken or dotted white line,"" said Dave Richardson, the ICC's cricket manager."	4.0
b2878787-fefe-42e2-a439-588c3e7a00c0	A woman is cracking eggs.	A man is talking to a woman.	0.0
9d15d9ba-d353-45ef-9e15-aa0f9651c153	I like the previous answers regarding setting a schedule and fulfilling the rituals of going to a job.	Buy a 3 panel screen and use it to separate the work area from the sleeping area.	0.4
5dda1adc-cbb8-46bb-bbe4-ca2cc17d0042	This question has already been widely discussed and answered on Skeptics.	Minimum wage laws hurt the least skilled, least productive the most.	0.0
38abc1e3-815c-498a-b5a7-360a0e311345	Pro-Pak Taliban warlord killed in US drone strike	Taliban commander killed in US drone strike	4.4
e753149d-532e-4354-9b25-cba9eac0783d	A woman is slicing mango.	A man is putting cheese on a tortilla.	0.6
d44e6b23-9a58-46cc-b8e8-1448b7a6575b	A grey cat with green eyes looking into the camera.	A grey, black, and white cat looking at the camera.	3.2
dca00f02-e7fb-4922-8783-fc71ae3b2721	They were at Raffles Hospital over the weekend for further evaluation.	They underwent more tests over the weekend, and are now warded at Raffles Hospital.	3.2
98ac2def-5373-47f5-805b-af3ba26d871f	Haiti is a shithole.	Haiti has been a shithole.	4.2
08aeec4f-741a-43a9-b21c-89e12a70c713	Iran threatens to trigger oil price war	Man admits threatening to kill Prince Harry	0.0
0dd3f768-c606-46a9-b44e-2c605787d951	Two dogs are running through the grass near a house and trees.	Two dogs are running through a green yard	4.2
